Fecha/Hora,Timestamp (s),Luces (Wh),A/C (Wh),Riego (Wh),Puerta (Wh),Ascensor (Wh),Total (Wh)
2025-11-17 15:16:46,2936,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:17:18,2967,0.0086,0.0000,0.0000,0.0000,0.0000,0.0086
2025-11-17 15:17:27,2977,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:17:39,2988,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:17:48,2998,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:17:58,3008,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:18:08,3019,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:18:24,3034,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:18:35,3045,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:18:51,3061,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:19:02,3072,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:19:12,3082,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:19:22,3092,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:19:32,3102,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:19:42,3112,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:19:52,3122,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:20:03,3133,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:20:13,3143,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:20:24,3154,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:20:35,3164,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:20:50,3174,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:20:55,3185,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:21:06,3195,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:21:16,3207,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:21:27,3217,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:21:37,3227,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:21:48,3237,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:21:58,3248,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:22:08,3258,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:22:18,3268,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:22:29,3279,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:22:39,3289,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:22:49,3299,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:23:00,3310,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:23:10,3320,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:23:20,3330,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:23:30,3340,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:23:43,3350,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:23:50,3361,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:24:01,3371,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:24:12,3381,0.0086,0.0000,0.0000,0.0000,0.0000,0.0086
2025-11-17 15:24:22,3392,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:24:32,3402,0.0086,0.0000,0.0000,0.0000,0.2778,0.2864
2025-11-17 15:24:42,3412,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:24:53,3422,0.0179,0.0000,0.0000,0.0000,0.2778,0.2956
2025-11-17 15:25:03,3433,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:25:13,3443,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:25:29,3459,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:25:41,3469,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:25:50,3479,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:26:00,3490,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:26:10,3500,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:26:22,3511,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:26:31,3521,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:26:41,3531,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:26:52,3542,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:27:04,3554,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:27:14,3564,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:27:24,3574,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:27:34,3584,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:27:46,3596,0.0000,0.0000,0.0000,13.6166,0.0000,13.6166
2025-11-17 15:27:56,3607,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:28:07,3617,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:28:17,3627,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:28:29,3638,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:28:38,3648,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:28:48,3658,0.0086,0.0000,0.0000,0.0000,0.0000,0.0086
2025-11-17 15:28:59,3669,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:29:09,3679,0.0051,0.0000,0.0000,0.0000,0.0000,0.0051
2025-11-17 15:29:20,3689,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:29:30,3700,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:29:40,3710,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:29:56,3726,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:30:08,3736,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:30:16,3746,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:30:34,3763,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:30:44,3774,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:30:55,3784,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:31:05,3795,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:31:15,3805,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:31:25,3815,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:31:37,3826,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:31:46,3836,0.0017,0.0000,0.0000,0.0000,0.2778,0.2794
2025-11-17 15:31:56,3847,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:32:10,3857,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:32:17,3867,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:32:27,3878,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:32:38,3888,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:32:48,3898,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:32:58,3908,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:33:08,3919,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:33:22,3929,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:33:29,3939,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:33:39,3949,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:33:50,3959,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:33:59,3969,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:34:09,3980,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:34:20,3990,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:34:30,4000,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:34:41,4011,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:34:51,4021,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:35:06,4036,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:35:16,4046,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:35:27,4057,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:35:37,4067,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:35:48,4077,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:36:04,4093,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:36:14,4104,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:36:24,4114,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:36:35,4124,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:36:50,4134,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:36:55,4145,0.0017,0.0000,0.0000,0.0000,0.0000,0.0017
2025-11-17 15:37:06,4155,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:37:16,4166,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:37:26,4176,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:37:37,4186,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:37:46,4197,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:37:57,4207,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:38:07,4217,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:38:19,4227,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:38:28,4238,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:38:41,4249,0.0017,0.0000,0.0000,0.0000,0.2778,0.2794
2025-11-17 15:38:49,4259,0.0234,0.0000,0.0000,0.0000,0.2778,0.3011
2025-11-17 15:39:00,4270,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:39:10,4280,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:39:37,4307,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:39:48,4318,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:39:58,4328,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:40:11,4338,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:40:19,4348,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:40:29,4359,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:41:07,4396,0.0018,0.0000,0.0000,0.0000,0.0000,0.0018
2025-11-17 15:41:17,4407,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:41:29,4417,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:41:38,4428,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:42:06,4456,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:42:16,4467,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:42:27,4477,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:42:38,4487,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:42:53,4503,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:43:03,4513,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:43:13,4523,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:43:24,4534,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:43:36,4544,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:43:44,4554,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:44:01,4571,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:44:11,4581,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:44:21,4591,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:44:32,4601,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:44:42,4612,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:44:52,4622,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:45:03,4633,0.0086,0.0000,0.0000,0.0000,0.2778,0.2864
2025-11-17 15:45:13,4643,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:45:41,4671,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:45:52,4681,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:46:07,4692,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:46:12,4702,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:46:22,4712,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:46:32,4722,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:46:43,4733,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:46:53,4743,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:47:03,4753,0.0103,0.0000,0.0000,0.0000,0.2778,0.2881
2025-11-17 15:47:16,4764,0.0000,0.0000,0.0000,9.6678,0.2778,9.9456
2025-11-17 15:47:24,4774,0.0103,0.0000,0.0000,0.0000,0.0000,0.0103
2025-11-17 15:47:34,4784,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:47:45,4795,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:47:55,4805,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:48:06,4815,0.0173,0.0000,0.0000,0.0000,0.2778,0.2951
2025-11-17 15:48:16,4826,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:48:26,4836,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:48:36,4846,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:48:46,4856,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:48:57,4867,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:49:08,4877,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:49:18,4888,0.0085,0.0000,0.0000,0.0000,0.0000,0.0085
2025-11-17 15:49:28,4898,0.0051,0.0000,0.0000,0.0000,0.2778,0.2829
2025-11-17 15:49:43,4908,0.0085,0.0000,0.0000,0.0000,0.2778,0.2863
2025-11-17 15:49:52,4918,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:49:59,4929,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:50:43,4972,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:50:52,4982,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:51:02,4992,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:51:25,5013,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:51:36,5025,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:51:52,5042,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:52:03,5053,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:52:15,5063,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:52:23,5073,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:52:33,5083,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:52:44,5094,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:53:10,5115,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:53:19,5129,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:53:36,5146,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:53:52,5162,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:54:02,5172,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:54:17,5187,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:54:33,5203,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:54:47,5214,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:54:56,5226,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:55:09,5236,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:55:23,5249,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:55:29,5259,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:55:39,5269,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:55:49,5279,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:55:59,5289,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:56:12,5300,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:56:33,5323,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:56:45,5334,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:57:01,5351,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:57:18,5361,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:57:21,5371,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:57:31,5381,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:57:41,5391,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:57:52,5401,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:58:05,5412,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:58:12,5422,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:58:27,5437,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:58:37,5447,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:58:53,5462,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:59:09,5478,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:59:30,5500,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:59:47,5516,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 15:59:57,5527,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:00:12,5542,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:00:28,5552,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:00:35,5562,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:00:42,5572,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:00:53,5583,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:02:10,5660,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:02:26,5676,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:02:40,5687,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:02:49,5699,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:03:33,5743,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:03:47,5754,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:03:58,5764,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:04:13,5783,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:04:27,5793,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:04:36,5803,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:04:44,5814,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:04:54,5824,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:05:10,5840,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:05:22,5850,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:05:31,5860,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:05:41,5871,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:05:51,5881,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:06:01,5891,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:06:12,5902,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:06:22,5912,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:06:33,5923,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:07:01,5951,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:07:11,5961,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:07:21,5971,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:07:38,5988,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:07:49,5999,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:07:59,6009,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:08:09,6019,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:08:19,6029,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:08:30,6039,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:08:40,6050,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:08:50,6060,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:09:00,6070,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:09:10,6080,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:09:20,6090,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:09:31,6101,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:09:41,6111,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:09:52,6121,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:10:04,6132,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:10:12,6142,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:10:22,6152,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:10:33,6163,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:10:44,6174,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:10:54,6184,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:11:08,6194,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:11:15,6204,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:11:25,6215,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:11:35,6225,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:11:51,6241,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:12:01,6251,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:12:12,6262,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:12:22,6272,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:12:33,6283,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:12:49,6299,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:13:11,6321,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:13:22,6332,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:13:32,6342,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:13:42,6352,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:13:53,6363,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:14:03,6373,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:14:13,6383,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:14:23,6393,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:14:51,6420,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:15:01,6431,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:15:11,6441,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:15:29,6458,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:15:39,6469,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:15:49,6479,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:16:15,6505,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:16:27,6516,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:16:37,6527,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:16:47,6537,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:16:57,6547,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
2025-11-17 16:17:07,6557,0.0000,0.0000,0.0000,0.0000,0.2778,0.2778
